unidade_da_federacao,bcg,hepatite_b_idade_<=_30_dias,rotavirus_humano,meningococo_c,hepatite_b,penta,pneumococica,poliomielite,poliomielite_4_anos,febre_amarela,hepatite_a,pneumococica(1º_ref),meningococo_c_(1º_ref),poliomielite(1º_ref),triplice_viral__d1,triplice_viral__d2,tetra_viral(src+vz),dtp,dtp_ref_(4_e_6_anos),triplice_bacte(dtp)(1º_ref),sarampo,haemophilus_influenzae_b,dupla_adulto_e_dtpa_gestante,dtpa_gestante,tetravalente(dtp/hib)(tetra),varicela,ano
Espírito Santo,"86,84059736","69,73462737","81,77667156","84,41786341","87,36704509","87,36704509","86,28191813","81,65848942","78,6019114","64,73516456","83,11785983","79,60999893","80,92074634","72,55309243","87,81470472","71,16176629","1,372963186","88,17641371","93,38622748","82,2941661",0,0,"41,55713928","60,1887333",0,"78,40848046",2020
Rio de Janeiro,"64,06126801","44,94973479","58,21804889","58,50028672","57,2006487","57,2006487","61,53904738","56,83732349","50,30244059","41,18745968","54,01673715","53,44778152","54,69948391","47,526611","61,6143108","41,24883521","12,35908654","56,83015554","53,02089498","48,64391441",0,0,"12,13264282","35,78462117",0,"60,83927675",2020
São Paulo,"71,45397664","53,9536186","81,78140497","82,83420345","89,76763574","89,76763574","84,55241763","82,24779528","83,24384149","69,25958921","80,83583143","74,91053314","80,54613366","74,20325009","86,83116607","68,49579635","2,637712923","90,08639079","92,27371297","86,19478978",0,0,"16,59197968","36,63490672",0,"80,92262479",2020
Paraná,"89,96658063","61,56609195","87,52449379","89,04834076","88,37678274","88,37678274","90,08516548","86,34752335","85,56486236","76,31664056","86,72864363","72,76584948","85,03548033","77,228539","86,15410957","80,78735264","56,23552993","88,59239155","87,84837489","84,86489572",0,0,"24,10228751","50,46070529",0,"83,55248552",2020
Santa Catarina,"83,19062733","74,14627697","90,69294445","91,2451441","88,36821445","88,36821445","94,16987003","88,69973763","99,0178211","77,72794761","88,92651575","82,0113084","85,90619725","84,68484959","87,55160982","85,68246995","60,99924746","88,40482437","92,93760779","93,87597372",0,0,"32,42981014","53,37523135",0,"86,75636097",2020
Rio Grande do Sul,"87,60383703","73,77181665","85,31730335","87,83411505","86,80987229","86,80987229","89,22284697","85,14000339","90,40942189","60,98553345","84,20034851","77,56343241","84,21253391","81,39621948","86,08301311","78,39200949","58,71807188","87,04085669","95,29057963","87,97139142",0,0,"23,14790309","54,73949722",0,"79,92978639",2020
Mato Grosso do Sul,"64,7417704","59,30676917","84,26263213","86,07280935","83,52983288","83,52983288","87,97684761","83,16088229","84,94005669","67,51290589","80,08581581","76,930297","82,57313339","76,54591369","81,12052205","67,60676693","56,32779851","83,65287814","93,80282423","86,09962679",0,0,"21,54781326","52,2671911",0,"72,5478803",2020
Mato Grosso,"84,97590277","75,24970315","82,05629671","85,31815324","77,37305301","77,37305301","89,44611301","81,49926661","77,53669947","71,35269246","81,39624223","82,30949221","85,20814416","75,5163015","82,87001467","70,88251729","61,47919069","77,36606831","77,12731668","79,42131732",0,0,"21,73776224","57,40909091",0,"75,16064818",2020
Goiás,"80,15997539","68,10131775","80,40814234","81,99661591","76,47541404","76,47541404","84,65056658","78,13054402","74,66962541","66,38568425","79,357022","75,04076296","76,01087012","71,9817464","76,57078398","68,92375532","52,85956007","76,55847818","76,14458097","70,33071835",0,0,"18,64907868","47,53525099",0,"72,4719274",2020
Distrito Federal,"91,31663974","86,35343744","81,62358643","83,01471908","88,75650691","88,75650691","85,67582122","81,54281099","84,63279998","74,45925328","78,8368336","82,09926405","81,42613534","72,63507449","82,2092084","67,19170705","42,89400467","89,53957997","85,67830887","87,04900377",0,0,"14,60689284","63,80586968",0,"77,34024412",2020
Rondônia,"72,99367299","71,36197136","75,51337551","76,6011766","74,41817442","74,41817442","79,28367928","74,58467458","58,8352037","68,40566841","66,88866689","71,28427128","74,19247419","64,9017649","82,53968254","42,14304214","1,509433962","74,68827469","60,10897413","66,9034669",0,0,"11,9544168","60,01406001",0,"67,5028675",2021
Acre,"69,23218673","64,61916462","63,5012285","65,67567568","62,35257985","62,35257985","70,33783784","61,78132678","36,19110736","48,91891892","53,10810811","44,96314496","59,66216216","42,6965602","60,1965602","25,94594595","1,629549158","62,21130221","43,72816002","49,35503686",0,0,"21,54176904","37,32800983",0,"33,21209081",2021
Amazonas,"95,59463987","91,80775673","66,06365159","71,54232702","67,92165958","67,92165958","76,96044324","67,76832882","56,94315466","54,85504445","63,74693983","70,38397114","70,34789331","59,08001546","73,10655843","44,7004252","1,305874936","67,94356397","55,09577405","57,63690246",0,0,"26,10488339","58,84035562",0,"55,43357815",2021
Roraima,"77,13406293","78,09849521","51,80574555","55,25991792","52,07934337","52,07934337","59,08344733","50,95759234","51,74995793","38,97400821","49,00136799","44,93844049","51,49110807","44,76744186","67,30506156","35,5129959","1,648672308","52,09302326","51,9013966","44,15184679",0,0,"8,509612072","14,71956224",0,"46,77154583",2021
Pará,"71,94046466","63,97157686","60,30664026","60,86686232","56,59327155","56,59327155","63,37448857","56,77543408","37,08872407","46,54903208","52,70569186","56,17400859","57,13759054","46,7203516","62,7108965","27,72051063","2,549470561","56,5658026","39,88191501","47,87404762",0,0,"30,56254883","46,9854154",0,"39,66417802",2021
Amapá,"95,78666319","91,92498046","51,75827038","51,41964053","45,5326908","45,5326908","52,55926022","45,36988799","35,33703311","38,34983069","42,27663454","47,20630372","48,31336285","37,04089607","64,17686898","34,70304767","0,961731116","45,50013024","35,34950427","36,93670227",0,0,"21,10575671","32,92524095",0,"37,47720761",2021
Tocantins,"91,29954596","91,81494662","80,16934593","82,30048677","80,57021311","80,57021311","85,16791426","80,21843171","63,56351168","69,5259132","74,9948869","80,24706508","79,70712153","70,22538553","80,47204156","50,51387032","4,302859355","80,54157974","67,60456274","74,49175768",0,0,"13,21831947","65,39043645",0,"68,5769215",2021
Maranhão,"70,78078529","65,7035187","63,42567669","63,86430028","62,88997344","62,88997344","68,17728512","61,96683406","36,73951012","51,60755103","53,53943641","57,70415413","59,23889541","47,42429992","63,25975871","39,93504488","3,109527835","62,8476114","39,79484124","48,87608222",0,0,"24,74188365","39,26734591",0,"50,16547671",2021
Piauí,"86,08624898","83,96653523","71,35256932","72,869333","75,68796812","75,68796812","76,08437128","72,84012435","55,21106505","61,69402907","66,61507895","70,22482485","69,3799017","61,08961623","74,98902018","48,75858871","8,798172574","75,85278838","62,17332373","65,47945205",0,0,"22,22175539","53,16015502",0,"71,60096204",2021
Ceará,"72,90629717","70,71331811","74,92742966","75,13565816","75,28737857","75,28737857","77,53222123","74,27332895","53,56735029","26,23756628","68,79900917","69,99342029","70,82865658","61,80129272","74,48852421","55,17745868","3,866922973","75,21229245","57,90130788","65,2645431",0,0,"35,66798493","50,60107598",0,"68,53659481",2021
Rio Grande do Norte,"93,00265722","87,9675683","74,27721378","73,58679112","72,20821694","72,20821694","76,95714383","71,66768867","46,49798082","9,224995921","64,71576844","69,91210738","69,88712498","58,66548568","72,57841067","45,10383716","7,568046588","72,21048807","50,27132761","60,29615498",0,0,"21,82210688","52,89030496",0,"63,21228226",2021
Paraíba,"69,70239544","67,020778","71,20500511","70,68854959","71,1495468","71,1495468","74,83752448","70,30554063","48,81190201","47,41515356","61,59905611","66,57250308","66,98844041","56,56952076","70,92251434","44,24032813","7,584572706","71,13914837","52,53040339","59,48296816",0,0,"19,06386534","45,37702986",0,"63,38884941",2021
Pernambuco,"82,62115099","80,75832796","68,75796799","69,11418415","69,21242482","69,21242482","72,3621256","69,00769427","41,87306671","47,84095511","63,32623401","65,60751729","66,08747169","53,26743959","72,01865823","44,94772997","4,653383959","69,2379224","48,85211905","58,41345072",0,0,"23,67450092","52,67874552",0,"65,60901714",2021
Alagoas,"74,66216895","70,30700962","79,42292633","78,58161155","78,36877297","78,36877297","83,04519808","77,54552939","47,14370782","43,39698412","68,14850511","69,57813786","72,3169287","58,39206474","77,67604361","50,27407987","8,196480631","78,13384736","53,08654228","64,19492802",0,0,"24,52061121","51,28807502",0,"69,78495271",2021
Sergipe,"89,5403248","86,28926201","73,71624308","74,15053369","72,74061841","72,74061841","76,53301526","72,26962718","52,64848931","1,995748701","66,56573998","69,04608986","71,33681989","59,47028779","76,52384011","61,32978561","7,558436456","72,71615133","54,55858511","61,07593969",0,0,"21,94262708","38,86793629",0,"73,95173869",2021
Bahia,"66,66345584","64,08650994","63,31134759","63,78486076","64,34202455","64,34202455","66,603126","63,06394456","39,18733185","54,3105415","57,94807578","58,71664749","60,2020796","47,28388991","66,30249076","45,30755177","6,331498672","64,28676444","47,83795376","55,21802392",0,0,"13,55300932","35,50759952",0,"62,32731218",2021
Minas Gerais,"78,60652164","74,11829344","77,01336468","76,31067734","77,40355794","77,40355794","78,15946526","76,475145","61,34461379","74,59012245","77,36034879","72,55975009","74,24427047","68,38043169","82,25295966","67,22673675","4,827394512","77,69745806","66,79524172","73,62022656",0,0,"20,02910235","48,38912077",0,"79,0408346",2021
Espírito Santo,"84,42785617","72,61174329","77,03959945","78,89667729","77,70960401","77,70960401","80,78470642","77,41101502","59,63264454","67,29358216","75,142467","75,23532089","75,66863905","64,66636322","80,78652708","64,91943559","1,645145105","77,9153391","67,20761149","74,14474283",0,0,"31,72143832","55,3736914",0,"72,72644515",2021
Rio de Janeiro,"65,29913544","54,12952117","56,63570007","56,54674322","56,1192695","56,1192695","58,80961311","55,80575671","39,89231522","45,23720223","53,60251195","53,09377494","54,49640807","45,86038102","59,47991499","40,31001785","12,73948524","56,16591174","40,98429226","47,39332391",0,0,"10,38877316","35,37020475",0,"61,79183136",2021
São Paulo,"68,75891021","55,59466905","74,34750327","74,52497758","74,27291262","74,27291262","76,62706217","74,39585859","63,42882162","65,95544367","72,93430096","65,33383888","70,65466586","67,56575552","77,85154917","64,16321886","2,797517524","74,32178236","64,54667446","69,02967479",0,0,"11,67144261","30,17275876",0,"74,36173551",2021
Paraná,"82,16714592","61,29055445","82,01461357","82,5112926","81,75323786","81,75323786","84,2959477","80,75010266","68,04266396","74,0670973","80,02843114","73,49571228","78,21131741","68,09744704","86,53947686","67,36422977","16,3002083","81,88620705","74,8976912","74,99102955",0,0,"22,1901979","48,28193601",0,"77,14447836",2021
Santa Catarina,"71,05002603","63,12577185","84,86060247","84,84428077","85,20029787","85,20029787","87,48329576","83,76398821","78,14288503","74,92272695","80,31543487","76,05379058","79,86829727","76,5671383","87,51695927","69,60593294","19,52690072","85,27782595","79,04775622","78,52166196",0,0,"25,38834647","44,13726768",0,"77,48115354",2021
Rio Grande do Sul,"79,51860184","69,64508397","78,00157508","78,0193488","76,45695266","76,45695266","80,9630301","76,34773693","61,84195638","61,04869749","70,50168423","68,46734984","73,75854792","66,8629419","79,87977947","56,02923264","3,443051635","76,5617106","63,103251","68,82608857",0,0,"18,51370574","48,12072808",0,"65,5658765",2021
Mato Grosso do Sul,"65,34614945","59,40954343","76,19407255","76,9218446","75,80501202","75,80501202","79,56974482","75,71117977","61,74236376","67,59812336","68,85752904","72,35839341","72,97495643","65,87252546","78,12106648","37,4020439","5,209574633","75,92630736","61,44124826","65,70545829",0,0,"17,03495472","48,66327326",0,"65,16077354",2021
Mato Grosso,"81,81540135","76,01993943","77,31427989","77,66431047","76,21661116","76,21661116","81,53333786","76,2896758","62,66049699","66,11500034","70,14205125","73,46105206","75,75613403","65,62563719","80,88085367","41,97141835","6,840763032","76,23020458","67,16236026","69,0002039",0,0,"18,28805142","54,74557921",0,"65,54747502",2021
Goiás,"74,24583099","67,03812378","74,62334041","74,95005619","73,11670204","73,11670204","77,83014942","72,71819203","55,5105844","65,99866816","70,2407708","70,44678903","71,52266201","61,85229117","79,53240105","48,86677147","7,411744846","73,32480127","58,53982859","64,33699588",0,0,"15,2867108","44,67122545",0,"61,34973155",2021
Distrito Federal,"98,78364999","93,05313281","75,6046391","75,9959455","73,16486729","73,16486729","78,50407807","73,23087077","66,47662486","70,98910942","73,05879025","74,78902456","74,105417","66,55037481","83,20918391","54,66974683","1,954174721","73,31808967","66,40141682","67,25519777",0,0,"12,18943001","61,31724105",0,"75,47263212",2021
Rondônia,"102,7870378","94,59260408","83,09558881","85,67330801","82,66919916","82,66919916","88,46422203","82,29707729","73,34471362","69,90464377","74,50577564","80,11086131","83,16923793","73,62973874","89,16195054","48,34095666","9,811335464","82,70020932","72,3640722","72,40483758",0,0,"13,30335685","67,09822467",0,"73,59872858",2022
Acre,"80,47153612","76,68735966","69,69356756","74,00607582","72,34183067","72,34183067","79,22335227","71,95218597","43,06479428","54,3191124","62,15163122","42,6297715","71,54933298","49,59714701","70,46625281","37,32664113","3,644275224","72,34183067","53,12269032","57,97120592",0,0,"24,09853388","35,16708493",0,"44,93461894",2022
Amazonas,"117,4749319","103,9778289","72,0070376","80,53152367","78,74037622","78,74037622","86,8680054","77,51011985","69,18509983","62,21260947","71,43291796","82,80286795","81,45620023","69,34941927","78,93748181","48,78429505","12,62401778","78,74831336","67,67829855","67,62706035",0,0,"26,15551499","60,47173056",0,"60,43072201",2022
Roraima,"85,17334109","81,80100298","57,39515953","62,70804564","60,6076023","60,6076023","68,26804274","60,12791627","62,85787104","44,55992441","55,12755287","56,95181336","60,30961552","48,65905952","66,95254016","38,105967","5,475198788","60,62940621","63,12123014","47,95406643",0,0,"9,361145432","21,81844611",0,"53,11432517",2022
Pará,"83,09048647","74,39463806","67,01595493","70,03467808","66,07265095","66,07265095","73,59124999","66,0861912","49,27222882","50,31029736","58,60520397","66,01397655","65,95154096","55,15244063","67,45526076","30,19475391","4,95772573","66,07866884","47,91278051","52,89498033",0,0,"31,15761601","52,65276033",0,"44,93857993",2022
Amapá,"89,92004374","88,30725073","54,52743798","56,61176792","52,57978542","52,57978542","57,95804005","52,87364177","39,30607187","44,42698011","47,12635823","55,27232967","55,2859974","44,16045924","61,33397116","35,41310736","8,870361512","52,58661929","38,81660471","42,84835645",0,0,"17,17351193","37,19674708",0,"45,32905078",2022
Tocantins,"120,4357721","110,7341537","84,24645988","88,09844909","85,13991908","85,13991908","92,14008766","85,42228591","83,07263942","69,65610249","81,18678355","89,6620027","89,40070802","78,58226568","82,89362778","50,38903924","14,30764507","85,14413351","82,94570469","77,90374241",0,0,"14,20012747","69,49173972",0,"71,73803102",2022
Maranhão,"83,62825601","77,4287519","69,2428799","73,6860464","74,55714461","74,55714461","78,02551073","74,36576697","49,98444763","58,72748013","63,5995965","71,02655718","71,43288113","58,40584228","73,17602029","46,94220018","11,5764856","74,5609156","50,78453058","57,87867623",0,0,"27,04828801","47,51231318",0,"60,22927606",2022
Piauí,"106,1448314","98,78828082","83,2371476","87,14870094","87,36318408","87,36318408","89,50580431","86,99834163","74,77498614","71,16639027","76,84024323","85,3222775","85,56992814","75,92039801","82,83913765","53,2263783","13,30510525","87,37202875","71,49042358","73,11442786",0,0,"23,36198113","61,79374779",0,"83,04256495",2022
Ceará,"116,6745964","107,7979394","83,3163801","85,98405303","86,64522903","86,64522903","87,98890931","86,47952487","70,14356938","52,11067725","79,52897362","85,29826749","85,62065232","74,98277333","89,01348602","66,25705473","6,953570231","86,6485103","70,19050257","74,80312377",0,0,"38,25797349","61,43522772",0,"83,07684736",2022
Rio Grande do Norte,"103,2804208","96,81146769","75,59210677","77,74919023","75,78736992","75,78736992","82,13227355","74,95807585","65,57726314","22,48303559","71,06889343","79,11832947","78,39930165","67,01660885","79,86492385","46,49729854","13,12113691","75,79196435","63,80041332","65,0984356",0,0,"20,85432337","56,35064667",0,"69,71583469",2022
Paraíba,"94,10894969","83,55415053","71,03531457","72,4862094","72,62455879","72,62455879","76,42561947","72,58376346","63,2262753","51,32230086","70,48901187","74,15704429","74,12866493","66,19308608","78,45474379","53,08891609","11,70912389","72,63520105","62,07416073","64,54530942",0,0,"19,20847705","47,64185246",0,"74,35569982",2022
Pernambuco,"99,13676345","91,26177318","73,13302717","76,54160504","77,01253211","77,01253211","80,43045069","76,25360006","60,08123416","52,62785086","69,64972367","75,63711372","75,04008718","63,80400093","80,33860045","51,17070133","10,55058958","77,01953764","60,64242063","63,30505176",0,0,"24,56215459","57,97151086",0,"74,14415817",2022
Alagoas,"102,7368073","92,98525062","84,04046255","86,51248423","86,66763203","86,66763203","90,90006413","86,36354233","69,22875395","55,30295195","79,3901657","86,01394262","85,84845162","73,47179413","89,74369583","61,25442171","16,94225281","86,67383794","70,02075734","74,1730622",0,0,"25,30564117","57,9508078",0,"86,06152128",2022
Sergipe,"106,9280141","98,36081047","78,80065442","81,50956456","80,13465895","80,13465895","83,34067455","80,10319658","69,40777631","20,08072654","74,88044299","79,32922225","79,86722879","67,41756859","84,30971558","62,25459351","11,76861702","80,15668261","69,27277091","68,15693431",0,0,"19,39699461","41,90855381",0,"81,86508935",2022
Bahia,"86,66278577","78,08795512","73,91088061","76,52571973","75,81763336","75,81763336","80,20321761","75,47046994","60,4773741","60,72925487","68,03344623","67,38463167","72,03640982","63,05990686","75,86896698","52,71221423","14,69170463","75,81975021","60,01758592","63,03291702",0,0,"19,76098996","49,44009314",0,"73,37902202",2022
Minas Gerais,"95,63982653","90,85447749","83,05365869","83,04259881","82,87040034","82,87040034","85,73254798","82,93512735","78,07896489","75,06068158","82,1834849","77,01988737","80,18139746","76,9721512","87,1096152","68,27084227","8,933020144","82,90155021","76,78622396","76,73751578",0,0,"19,90407087","51,66999923",0,"85,14353215",2022
Espírito Santo,"63,78752371","50,61005096","79,20432987","79,39776067","79,26384704","79,26384704","83,81691032","79,00159952","55,6530763","64,32875795","63,49923744","78,02142618","58,47747647","55,01804114","77,73127999","64,60030503","0,9298721426","79,27128669","75,49512787","73,61901573",0,0,"30,52858684","47,26779005",0,"74,44481643",2022
Rio de Janeiro,"76,44367435","69,47717342","59,15423635","60,10747828","58,01466526","58,01466526","63,14901311","58,89357642","44,44780062","43,21179248","56,4587414","56,71237005","57,50891467","49,22806489","66,73748179","50,49369695","14,16657522","58,03274572","42,23557681","47,22866757",0,0,"9,411380644","23,72457436",0,"60,70865351",2022
São Paulo,"82,16856735","74,5479256","77,21484609","78,20940166","76,74861988","76,74861988","79,03756425","77,13843931","72,92073086","64,4180366","74,59999602","59,72992267","74,48882596","70,0373162","78,41707601","65,15054916","7,531889471","76,76129399","71,46180902","69,39340599",0,0,"13,08884848","32,35880483",0,"76,75839705",2022
Paraná,"90,07991031","84,46784763","84,86557431","86,558798","84,82524318","84,82524318","88,73326087","84,12115743","76,91285968","74,4430545","83,47107438","79,35781702","80,05454956","75,28180519","90,10315198","68,59162343","14,23574437","84,83618044","77,07163595","77,31538483",0,0,"23,56283261","52,15651431",0,"82,21966915",2022
Santa Catarina,"85,43260832","77,23657035","89,18234369","90,10253896","87,27658966","87,27658966","93,17462263","87,32152705","89,42001996","72,28996875","87,86281839","81,64511714","81,85754846","77,76926691","94,94045795","72,35188877","9,206900179","87,28271749","88,28831613","77,35359601",0,0,"27,94846689","47,45832055",0,"85,00622996",2022
Rio Grande do Sul,"88,54200144","83,70581065","79,81786179","81,19461238","78,61712711","78,61712711","84,49376291","78,8007959","76,71236765","58,07850576","76,4912848","72,7555032","78,79390832","74,02464223","88,47784495","62,58525296","9,226168651","78,62324941","74,08385137","72,73819545",0,0,"19,51957394","51,31251536",0,"74,50830336",2022
Mato Grosso do Sul,"84,12898228","77,46925535","84,95932991","89,04086376","85,99544882","85,99544882","92,39372519","86,06565314","78,69288845","71,36147962","81,03272974","86,18911591","86,52319163","77,25137988","91,83451147","49,56182822","14,79951025","86,10196572","76,86623678","76,05064394",0,0,"19,47564636","58,44388496",0,"80,28469062",2022
Mato Grosso,"95,70446735","86,84515043","82,6881268","87,81646679","85,854548","85,854548","92,52752647","84,16614068","82,95768087","70,69044112","79,42527526","84,20198027","85,53895785","75,86085981","87,06431026","46,07363905","9,576658015","85,85805456","81,29859892","75,27701802",0,0,"22,34276757","63,56575494",0,"73,53601234",2022
Goiás,"79,64362327","75,80281781","79,02594673","80,13409941","76,11974086","76,11974086","83,75392111","76,68244095","64,54960804","63,67889443","74,32384361","76,19381871","76,85383811","66,02881147","82,35148275","52,56395054","18,17877541","76,12944258","63,85899101","65,05907",0,0,"17,54186926","52,73965958",0,"65,06192935",2022
Distrito Federal,"114,882752","113,2212088","80,18597088","81,38258682","78,28053149","78,28053149","84,44907396","78,32626204","85,91781528","71,90620157","78,05695993","82,29465715","81,29112573","71,5962501","90,22890679","61,50250248","2,286527273","78,28053149","84,39778436","70,09222327",0,0,"13,3126699","66,27118213",0,"79,80234242",2022
